"file";"ID";"N";"M";"SD";"r";"method";"result"
"N300_M3_SD3_r0.5_K5B4O7Y1";"K5B4O7Y1";300;3;3;0.5;"random";"1, 3, 3, 3, 1, 2, 1, 1, 1, 1, 3, 2, 3, 2, 2, 3, 1, 2, 1, 3, 1, 2, 2, 1, 2, 3, 3, 2, 1, 2, 1, 1, 2, 3, 2, 3, 3, 2, 1, 1, 1, 2, 3, 1, 3, 3, 2, 3, 1, 3, 2, 3, 3, 1, 2, 2, 2, 3, 1, 3, 2, 3, 1, 2, 2, 1, 1, 3, 1, 2, 2, 1, 2, 2, 1, 2, 3, 2, 2, 1, 2, 1, 1, 2, 1, 3, 1, 2, 3, 3, 2, 1, 3, 3, 3, 2, 3, 3, 2, 3, 2, 3, 3, 3, 3, 2, 1, 3, 2, 1, 1, 1, 2, 3, 3, 1, 3, 3, 3, 1, 1, 3, 1, 1, 2, 2, 1, 2, 3, 2, 1, 2, 3, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 3, 1, 2, 1, 3, 2, 2, 1, 2, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1, 2, 3, 1, 3, 2, 1, 2, 1, 2, 1, 1, 2, 2, 3, 1, 2, 1, 1, 2, 2, 3, 3, 3, 2, 1, 3, 3, 2, 1, 2, 1, 2, 1, 3, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 3, 1, 3, 2, 2, 1, 3, 2, 1, 3, 1, 2, 1, 1, 1, 2, 1, 1, 2, 3, 1, 3, 2, 1, 2, 1, 3, 2, 2, 3, 1, 3, 3, 1, 3, 1, 3, 3, 1, 2, 2, 3, 3, 2, 3, 3, 1, 3, 3, 3, 2, 2, 3, 3, 2, 1, 3, 3, 3, 3, 3, 3, 2, 2, 2, 1, 3, 3, 3, 3, 3, 1, 2, 2, 1, 3, 3, 2, 1, 1, 3, 2, 1, 1, 3, 2, 3, 3, 2, 3"
"N216_M2_SD2_r0.4_Y9O2T6E5";"Y9O2T6E5";216;2;2;0.4;"diversity";"2, 3, 3, 1, 2, 2, 3, 2, 1, 1, 3, 1, 2, 2, 3, 3, 1, 1, 2, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 2, 1, 1, 2, 3, 1, 3, 3, 2, 2, 1, 3, 3, 2, 2, 3, 1, 1, 1, 1, 1, 3, 1, 3, 3, 3, 2, 1, 3, 1, 1, 3, 1, 3, 2, 2, 3, 2, 1, 2, 2, 2, 3, 2, 3, 1, 3, 3, 2, 2, 2, 2, 1, 2, 3, 2, 1, 2, 3, 1, 1, 2, 3, 2, 1, 2, 2, 3, 2, 3, 3, 2, 1, 3, 1, 2, 1, 3, 2, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 2, 2, 3, 3, 1, 1, 1, 1, 3, 3, 3, 3, 1, 2, 2, 2, 1, 1, 1, 3, 2, 3, 3, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 1, 2, 3, 3, 1, 1, 3, 3, 2, 1, 3, 3, 1, 1, 3, 3, 1, 2, 2, 3, 3, 1, 3, 2, 2, 3, 1, 2, 1, 2, 3, 1, 3, 1, 3, 3, 2, 1, 1, 1, 2, 2, 3, 1, 3, 3, 3, 2, 1, 3"
"N216_M2_SD2_r0.4_Y9O2T6E5";"Y9O2T6E5";216;2;2;0.4;"k-means";"2, 3, 1, 1, 1, 1, 2, 2, 1, 3, 3, 3, 3, 2, 1, 1, 1, 3, 3, 3, 2, 3, 1, 1, 2, 2, 1, 3, 2, 1, 1, 3, 2, 2, 2, 1, 1, 2, 3, 3, 2, 3, 3, 1, 2, 3, 2, 1, 2, 1, 2, 2, 3, 1, 1, 1, 2, 2, 1, 3, 3, 3, 3, 1, 2, 2, 2, 2, 1, 1, 3, 1, 2, 3, 1, 3, 3, 1, 3, 1, 2, 1, 2, 2, 3, 2, 2, 1, 2, 2, 2, 3, 3, 3, 1, 3, 2, 3, 3, 2, 1, 2, 2, 1, 3, 2, 3, 3, 1, 3, 1, 2, 1, 1, 2, 2, 3, 2, 2, 1, 2, 3, 1, 2, 1, 2, 3, 1, 2, 1, 3, 3, 1, 3, 2, 3, 3, 3, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 3, 2, 2, 1, 3, 2, 2, 3, 3, 3, 2, 1, 1, 2, 1, 3, 3, 3, 2, 1, 2, 2, 3, 3, 2, 1, 2, 1, 3, 3, 1, 2, 3, 2, 2, 2, 1, 3, 2, 3, 2, 3, 3, 1, 1, 3, 1, 1, 2, 1, 3, 3, 2, 1, 3, 1, 1, 2, 3, 3, 2, 1, 1, 1, 3, 1, 3, 2"
"N216_M2_SD2_r0.4_Y9O2T6E5";"Y9O2T6E5";216;2;2;0.4;"k-plus";"3, 3, 2, 1, 1, 1, 2, 1, 2, 2, 1, 3, 3, 1, 3, 2, 3, 2, 3, 1, 2, 3, 3, 3, 1, 2, 2, 1, 3, 1, 3, 2, 2, 2, 3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 2, 1, 2, 2, 1, 3, 2, 1, 2, 2, 3, 1, 1, 3, 2, 1, 2, 1, 1, 1, 2, 2, 2, 3, 2, 3, 1, 3, 2, 3, 3, 1, 2, 2, 1, 2, 1, 3, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 1, 3, 2, 2, 3, 2, 1, 1, 1, 2, 3, 3, 3, 1, 1, 3, 3, 1, 1, 3, 1, 1, 3, 1, 3, 1, 3, 3, 3, 1, 1, 3, 2, 3, 1, 3, 1, 3, 1, 3, 3, 2, 1, 2, 1, 3, 3, 3, 2, 2, 1, 3, 1, 3, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 1, 1, 1, 2, 2, 2, 3, 1, 1, 3, 2, 2, 1, 3, 1, 2, 1, 2, 2, 1, 1, 1, 3, 2, 3, 2, 3, 1, 1, 3, 1, 3, 1, 3, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 3, 2, 3, 3, 1, 1, 1, 2, 3, 3, 3"
"N216_M2_SD2_r0.4_Y9O2T6E5";"Y9O2T6E5";216;2;2;0.4;"k-plus-skew-kurtosis";"2, 2, 1, 3, 2, 2, 2, 3, 1, 1, 3, 1, 2, 1, 3, 1, 2, 3, 1, 3, 1, 1, 2, 1, 2, 2, 3, 1, 3, 3, 3, 2, 1, 3, 1, 2, 2, 1, 2, 2, 3, 2, 2, 1, 3, 2, 2, 1, 1, 2, 2, 3, 3, 3, 2, 1, 3, 1, 3, 3, 3, 2, 1, 3, 1, 3, 2, 3, 2, 3, 2, 1, 3, 1, 3, 1, 2, 1, 1, 1, 1, 3, 2, 1, 3, 3, 3, 2, 1, 2, 2, 2, 3, 3, 2, 1, 1, 2, 3, 2, 3, 2, 3, 1, 3, 2, 2, 3, 3, 1, 3, 2, 1, 1, 2, 2, 1, 1, 3, 2, 2, 3, 2, 3, 3, 3, 2, 3, 1, 3, 1, 1, 3, 1, 2, 1, 3, 1, 3, 3, 1, 3, 2, 2, 3, 1, 2, 3, 1, 1, 1, 3, 1, 1, 2, 2, 2, 2, 3, 1, 1, 3, 1, 3, 2, 3, 1, 1, 2, 1, 1, 3, 2, 3, 2, 2, 1, 2, 2, 1, 3, 1, 1, 3, 1, 1, 1, 2, 3, 3, 2, 2, 1, 2, 3, 1, 3, 2, 3, 1, 1, 2, 1, 2, 2, 2, 3, 2, 3, 2, 3, 1, 3, 1, 2, 3"
"N216_M2_SD2_r0.4_Y9O2T6E5";"Y9O2T6E5";216;2;2;0.4;"k-plus-correlation";"1, 1, 3, 2, 3, 1, 1, 2, 1, 1, 2, 2, 3, 3, 3, 3, 2, 2, 3, 1, 3, 1, 1, 1, 3, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 2, 2, 2, 1, 3, 3, 3, 3, 3, 1, 3, 3, 2, 3, 2, 3, 3, 1, 1, 1, 3, 2, 2, 1, 2, 1, 1, 3, 2, 3, 1, 2, 2, 2, 3, 3, 2, 3, 2, 3, 1, 2, 1, 1, 2, 3, 3, 3, 1, 3, 1, 2, 1, 2, 2, 2, 1, 3, 3, 1, 1, 3, 3, 2, 3, 3, 2, 1, 3, 3, 1, 3, 1, 1, 2, 2, 1, 3, 3, 3, 1, 3, 1, 3, 3, 2, 2, 2, 2, 1, 3, 2, 3, 1, 1, 2, 2, 3, 2, 3, 3, 3, 2, 2, 1, 1, 2, 2, 1, 3, 2, 2, 1, 2, 3, 2, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 3, 2, 3, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 3, 1, 1, 2, 2, 1, 3, 2, 1, 2, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 1, 3, 1, 3, 1, 1, 2, 3, 3, 1, 2, 3, 1"
"N216_M2_SD2_r0.4_Y9O2T6E5";"Y9O2T6E5";216;2;2;0.4;"random";"3, 3, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2, 3, 3, 1, 2, 3, 3, 1, 1, 2, 2, 2, 1, 2, 3, 1, 2, 2, 2, 2, 2, 3, 1, 1, 3, 2, 2, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 2, 3, 2, 3, 1, 2, 2, 3, 3, 2, 3, 2, 3, 1, 1, 3, 2, 2, 3, 1, 2, 1, 3, 3, 1, 3, 1, 1, 3, 2, 2, 3, 2, 2, 2, 1, 3, 3, 3, 1, 2, 3, 1, 2, 3, 3, 3, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 1, 2, 3, 1, 2, 3, 2, 3, 1, 3, 3, 1, 2, 1, 1, 2, 1, 3, 1, 2, 1, 1, 3, 2, 1, 2, 3, 2, 3, 2, 3, 2, 1, 2, 1, 1, 3, 1, 1, 2, 2, 3, 3, 2, 3, 3, 3, 1, 3, 2, 3, 2, 2, 3, 1, 1, 1, 1, 2, 2, 3, 3, 1, 3, 2, 3, 3, 1, 3, 3, 1, 3, 2, 1, 2, 1, 3, 3, 1, 2, 1, 2, 2, 1, 3, 3, 3, 3, 1, 3, 1, 1, 2, 2, 3, 3, 3, 3, 2, 3, 1, 1, 1, 3"
"N120_M5_SD3_r0.3_T5Z6A7S9";"T5Z6A7S9";120;5;3;0.3;"diversity";"1, 3, 1, 1, 2, 1, 2, 3, 3, 2, 1, 3, 2, 1, 2, 1, 3, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 3, 2, 2, 3, 3, 1, 1, 2, 3, 3, 3, 1, 1, 1, 3, 3, 3, 1, 2, 1, 2, 3, 2, 1, 3, 1, 3, 1, 2, 2, 3, 1, 2, 1, 3, 3, 3, 1, 1, 2, 3, 3, 1, 1, 2, 3, 3, 3, 3, 1, 1, 2, 1, 2, 2, 2, 3, 3, 2, 3, 2, 1, 3, 2, 3, 1, 1, 2, 3, 3, 1, 3, 1, 2, 2, 2, 1, 1, 3, 2, 1, 2, 2, 3, 3, 3, 1, 2, 2, 2, 2, 3, 1"
"N120_M5_SD3_r0.3_T5Z6A7S9";"T5Z6A7S9";120;5;3;0.3;"k-means";"2, 3, 3, 3, 2, 2, 3, 3, 1, 3, 3, 2, 1, 3, 3, 3, 1, 1, 2, 3, 1, 3, 2, 1, 3, 1, 2, 2, 2, 2, 2, 1, 1, 3, 1, 2, 3, 1, 1, 1, 2, 2, 2, 3, 2, 3, 1, 2, 3, 2, 3, 2, 3, 2, 1, 3, 1, 3, 3, 2, 2, 1, 2, 1, 1, 1, 3, 3, 1, 1, 1, 3, 3, 1, 3, 1, 3, 3, 1, 3, 2, 2, 2, 2, 1, 2, 3, 2, 2, 1, 3, 1, 2, 2, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 3, 2, 3, 2, 3, 1, 3, 1, 2, 1, 2, 3, 3, 1"
"N120_M5_SD3_r0.3_T5Z6A7S9";"T5Z6A7S9";120;5;3;0.3;"k-plus";"2, 1, 2, 1, 3, 2, 1, 2, 1, 2, 1, 3, 3, 3, 3, 2, 3, 1, 2, 3, 3, 1, 2, 1, 2, 1, 3, 3, 2, 1, 1, 2, 1, 1, 1, 2, 1, 3, 2, 2, 1, 2, 2, 2, 3, 1, 2, 2, 2, 2, 1, 3, 3, 3, 3, 3, 2, 2, 3, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 2, 3, 1, 2, 1, 1, 3, 3, 1, 1, 2, 1, 3, 1, 2, 1, 1, 2, 2, 3, 2, 1, 3, 3, 2, 3, 2, 1, 3, 3, 2, 3, 1, 1, 3, 3, 3, 2, 2, 3, 3, 3, 2, 2, 1, 3, 3, 1, 3"
"N120_M5_SD3_r0.3_T5Z6A7S9";"T5Z6A7S9";120;5;3;0.3;"k-plus-skew-kurtosis";"2, 2, 3, 3, 1, 1, 1, 1, 3, 3, 3, 2, 3, 3, 2, 1, 2, 1, 3, 2, 1, 2, 1, 2, 1, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 3, 1, 3, 2, 1, 2, 2, 1, 3, 2, 1, 3, 2, 2, 1, 2, 3, 2, 2, 3, 1, 3, 1, 1, 2, 1, 1, 1, 2, 3, 3, 2, 3, 1, 2, 1, 1, 1, 3, 2, 1, 3, 2, 1, 2, 3, 3, 3, 2, 1, 2, 3, 1, 3, 3, 1, 3, 3, 3, 3, 1, 1, 2, 2, 3, 2, 3, 1, 3, 3, 3, 1, 1, 3, 2, 2, 1, 3, 1, 1, 3, 1, 2, 3"
"N120_M5_SD3_r0.3_T5Z6A7S9";"T5Z6A7S9";120;5;3;0.3;"k-plus-correlation";"3, 2, 3, 2, 3, 1, 3, 2, 1, 3, 2, 1, 1, 3, 1, 3, 1, 2, 2, 1, 2, 1, 2, 1, 3, 3, 1, 2, 1, 3, 2, 2, 3, 2, 1, 3, 2, 1, 2, 1, 2, 1, 2, 1, 2, 3, 2, 2, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 1, 1, 2, 3, 2, 3, 3, 3, 3, 1, 3, 1, 2, 2, 2, 2, 3, 1, 2, 2, 1, 2, 1, 1, 3, 2, 1, 3, 2, 2, 1, 1, 3, 3, 3, 3, 1, 2, 1, 1, 3, 3, 1, 3, 1, 3, 2, 2, 1, 1, 3, 2, 2, 3, 2, 1, 1, 1, 2, 2, 1, 2"
"N120_M5_SD3_r0.3_T5Z6A7S9";"T5Z6A7S9";120;5;3;0.3;"random";"2, 3, 2, 2, 2, 1, 1, 1, 2, 1, 3, 1, 1, 3, 3, 2, 1, 3, 3, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 3, 2, 1, 2, 2, 1, 3, 1, 1, 2, 3, 1, 2, 3, 2, 2, 3, 3, 3, 3, 3, 1, 3, 3, 2, 2, 2, 3, 3, 2, 2, 2, 1, 1, 3, 3, 1, 2, 3, 1, 3, 2, 1, 3, 1, 3, 1, 2, 1, 2, 2, 2, 3, 1, 1, 3, 1, 3, 2, 3, 1, 3, 3, 2, 2, 3, 1, 3, 2, 3, 3, 2, 1, 3, 3, 2, 2, 2, 3, 2, 2, 2, 1, 1, 2, 2"
"N156_M5_SD1_r0.3_T3Z8Y4H2";"T3Z8Y4H2";156;5;1;0.3;"diversity";"2, 2, 3, 2, 3, 2, 3, 3, 1, 1, 3, 3, 3, 2, 1, 3, 2, 3, 2, 2, 1, 3, 1, 2, 1, 3, 1, 2, 1, 3, 1, 3, 2, 1, 1, 2, 2, 3, 1, 2, 2, 1, 3, 3, 1, 1, 1, 2, 1, 1, 2, 3, 2, 3, 3, 1, 3, 2, 2, 3, 3, 3, 2, 3, 1, 1, 1, 2, 3, 2, 3, 2, 3, 1, 1, 2, 2, 2, 2, 3, 3, 3, 1, 3, 3, 2, 3, 1, 3, 1, 1, 1, 3, 2, 2, 1, 2, 3, 3, 1, 3, 1, 1, 1, 2, 2, 3, 1, 2, 2, 1, 1, 2, 3, 2, 2, 3, 3, 2, 1, 3, 1, 3, 1, 3, 1, 2, 3, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 3, 1, 3, 1, 3, 2, 2, 3, 2, 3, 1, 1, 3, 2, 2, 1, 2, 2"
"N156_M5_SD1_r0.3_T3Z8Y4H2";"T3Z8Y4H2";156;5;1;0.3;"k-means";"1, 2, 1, 2, 2, 1, 3, 3, 3, 2, 1, 1, 3, 1, 2, 3, 1, 3, 1, 1, 2, 2, 1, 3, 3, 2, 2, 2, 3, 1, 2, 3, 3, 3, 3, 2, 2, 1, 2, 1, 3, 1, 1, 3, 3, 2, 3, 3, 1, 3, 3, 2, 3, 2, 3, 3, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 3, 3, 2, 2, 1, 2, 1, 2, 1, 3, 3, 3, 2, 2, 1, 1, 2, 1, 1, 2, 2, 2, 2, 3, 2, 3, 3, 1, 3, 2, 2, 2, 3, 2, 2, 1, 1, 2, 3, 1, 3, 1, 3, 1, 1, 2, 1, 3, 2, 1, 3, 1, 2, 3, 1, 3, 1, 3, 2, 3, 1, 1, 1, 2, 2, 2, 3, 3, 1, 3, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 2, 2, 3, 1, 3, 3, 1, 2, 2"
"N156_M5_SD1_r0.3_T3Z8Y4H2";"T3Z8Y4H2";156;5;1;0.3;"k-plus";"1, 1, 2, 2, 2, 1, 2, 3, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 2, 2, 1, 3, 1, 2, 2, 2, 2, 2, 3, 3, 1, 3, 1, 1, 2, 3, 3, 1, 3, 2, 3, 1, 3, 2, 3, 1, 1, 3, 2, 3, 2, 1, 1, 3, 3, 3, 1, 2, 3, 2, 3, 3, 3, 1, 2, 3, 2, 1, 1, 2, 2, 3, 2, 3, 1, 1, 3, 3, 1, 1, 3, 3, 2, 2, 2, 3, 1, 3, 3, 2, 1, 2, 1, 1, 3, 3, 1, 2, 3, 2, 1, 3, 3, 1, 2, 1, 1, 2, 2, 3, 1, 1, 1, 2, 3, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 3, 2, 2, 1, 3, 1, 3, 2, 3, 2, 3, 3, 1, 1, 1, 3, 3, 2, 3, 3, 1, 2, 1, 2, 3, 3, 1"
"N156_M5_SD1_r0.3_T3Z8Y4H2";"T3Z8Y4H2";156;5;1;0.3;"k-plus-skew-kurtosis";"1, 1, 3, 2, 2, 2, 3, 2, 1, 2, 2, 2, 3, 3, 3, 1, 2, 1, 2, 1, 3, 2, 3, 1, 2, 3, 2, 1, 3, 1, 2, 1, 1, 1, 3, 1, 3, 3, 3, 1, 2, 3, 1, 2, 1, 1, 3, 3, 2, 1, 1, 1, 3, 2, 2, 2, 2, 3, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 2, 2, 3, 1, 3, 3, 2, 1, 2, 3, 3, 3, 1, 2, 3, 3, 2, 3, 2, 3, 1, 1, 1, 3, 2, 3, 2, 1, 2, 3, 3, 3, 2, 2, 2, 2, 1, 1, 3, 1, 2, 1, 1, 1, 3, 2, 2, 3, 2, 3, 3, 2, 1, 3, 1, 2, 3, 1, 1, 2, 2, 1, 3, 2, 3, 3, 3, 2, 3, 1, 2, 2, 1, 3, 3, 1, 1, 3, 3, 2, 3, 1, 2, 1, 1, 3"
"N156_M5_SD1_r0.3_T3Z8Y4H2";"T3Z8Y4H2";156;5;1;0.3;"k-plus-correlation";"2, 2, 3, 1, 3, 2, 1, 2, 3, 3, 1, 1, 2, 2, 3, 2, 2, 3, 3, 1, 2, 3, 1, 1, 3, 2, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 3, 2, 1, 3, 1, 3, 2, 1, 1, 1, 3, 2, 3, 3, 2, 2, 3, 2, 1, 1, 3, 2, 3, 1, 2, 3, 1, 2, 1, 2, 2, 3, 1, 3, 3, 1, 2, 3, 1, 3, 2, 2, 3, 2, 3, 1, 3, 1, 1, 2, 2, 3, 1, 2, 1, 2, 3, 1, 1, 3, 2, 2, 2, 1, 3, 1, 1, 3, 1, 2, 2, 2, 3, 1, 3, 3, 3, 3, 1, 2, 1, 2, 1, 3, 3, 1, 3, 3, 1, 2, 2, 3, 1, 1, 1, 2, 2, 3, 2, 2, 3, 2, 1, 2, 3, 2, 1, 1, 3, 2, 1, 2, 2, 3, 3, 3, 3, 3, 1, 2"
"N156_M5_SD1_r0.3_T3Z8Y4H2";"T3Z8Y4H2";156;5;1;0.3;"random";"3, 1, 3, 2, 3, 1, 1, 1, 2, 3, 2, 2, 2, 1, 3, 1, 3, 2, 1, 3, 1, 2, 2, 1, 3, 1, 3, 3, 2, 3, 2, 1, 3, 2, 3, 2, 3, 2, 3, 1, 2, 1, 1, 2, 2, 3, 3, 3, 1, 3, 3, 1, 1, 1, 2, 1, 2, 1, 1, 2, 3, 2, 2, 1, 1, 1, 2, 3, 2, 2, 2, 3, 1, 1, 2, 3, 1, 2, 3, 2, 2, 2, 2, 3, 3, 1, 3, 3, 1, 3, 2, 3, 2, 2, 1, 2, 1, 3, 2, 1, 3, 3, 1, 1, 3, 3, 2, 3, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 3, 1, 2, 3, 1, 2, 1, 3, 3, 3, 1, 3, 2, 1, 1, 2, 1, 3, 1, 3, 3, 3, 3, 1, 2, 3, 3, 2, 2, 2, 1, 1, 3, 2, 1, 1, 3"
"N144_M3_SD3_r0.3_D0I6V9Z5";"D0I6V9Z5";144;3;3;0.3;"diversity";"2, 3, 1, 2, 2, 1, 2, 2, 1, 2, 3, 3, 3, 2, 2, 1, 2, 1, 2, 3, 3, 3, 2, 1, 1, 1, 2, 2, 2, 3, 2, 2, 1, 3, 2, 3, 1, 3, 2, 1, 1, 1, 2, 1, 3, 1, 3, 2, 2, 3, 1, 1, 1, 1, 2, 3, 2, 2, 1, 1, 2, 2, 1, 3, 3, 2, 1, 2, 1, 2, 2, 1, 3, 1, 1, 3, 3, 2, 3, 2, 2, 3, 1, 3, 2, 3, 1, 1, 2, 1, 1, 1, 2, 1, 2, 3, 1, 3, 2, 1, 3, 3, 1, 3, 3, 2, 1, 3, 2, 2, 3, 1, 1, 2, 1, 3, 2, 3, 1, 1, 2, 1, 1, 3, 3, 2, 2, 3, 1, 2, 3, 2, 3, 3, 3, 1, 3, 3, 3, 1, 3, 3, 3, 3"
"N144_M3_SD3_r0.3_D0I6V9Z5";"D0I6V9Z5";144;3;3;0.3;"k-means";"1, 2, 3, 3, 3, 3, 1, 2, 1, 1, 1, 3, 3, 2, 2, 3, 2, 1, 1, 3, 3, 2, 3, 1, 1, 1, 1, 2, 1, 1, 3, 1, 3, 1, 3, 1, 3, 2, 1, 1, 3, 2, 1, 2, 1, 3, 1, 3, 3, 3, 3, 3, 2, 2, 1, 2, 1, 3, 1, 2, 2, 1, 1, 2, 2, 2, 1, 2, 3, 1, 3, 3, 2, 1, 1, 3, 2, 3, 1, 3, 2, 3, 3, 1, 3, 2, 1, 3, 3, 2, 3, 1, 1, 1, 2, 2, 3, 3, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 1, 2, 3, 1, 3, 3, 3, 2, 1, 3, 1, 3, 2, 2, 2, 3, 2, 3, 3, 2, 1, 1, 2, 1, 2, 2, 2, 3, 3"
"N144_M3_SD3_r0.3_D0I6V9Z5";"D0I6V9Z5";144;3;3;0.3;"k-plus";"3, 1, 1, 3, 1, 3, 2, 1, 3, 1, 1, 2, 1, 1, 1, 2, 3, 1, 2, 2, 3, 1, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 1, 2, 3, 2, 2, 1, 1, 2, 3, 3, 3, 1, 3, 2, 1, 2, 1, 3, 3, 1, 3, 1, 1, 1, 2, 1, 3, 3, 1, 3, 1, 3, 1, 3, 2, 1, 1, 2, 1, 2, 3, 1, 1, 2, 3, 3, 1, 2, 2, 1, 3, 2, 2, 2, 1, 2, 2, 2, 1, 1, 2, 3, 3, 1, 3, 3, 3, 2, 3, 1, 1, 2, 2, 3, 3, 3, 3, 3, 2, 1, 3, 2, 1, 2, 3, 2, 2, 1, 1, 3, 2, 2, 2, 2, 3, 1, 1, 3, 3, 1, 3, 2, 1, 2, 3, 2, 3, 3, 1, 2, 3, 1"
"N144_M3_SD3_r0.3_D0I6V9Z5";"D0I6V9Z5";144;3;3;0.3;"k-plus-skew-kurtosis";"2, 1, 3, 2, 2, 3, 1, 1, 2, 1, 2, 2, 2, 2, 2, 3, 2, 1, 1, 2, 3, 2, 2, 2, 3, 3, 2, 1, 2, 1, 3, 1, 2, 3, 2, 3, 3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 2, 3, 3, 2, 1, 3, 3, 1, 3, 3, 1, 3, 1, 3, 3, 2, 2, 1, 3, 3, 1, 2, 2, 3, 1, 2, 2, 2, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 3, 2, 1, 1, 3, 2, 3, 2, 3, 3, 2, 3, 1, 3, 1, 1, 2, 3, 3, 1, 2, 3, 1, 2, 2, 2, 3, 1, 3, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 2, 1, 2, 3, 3, 2, 2, 1, 3, 2, 1, 1, 2, 3, 3, 2"
"N144_M3_SD3_r0.3_D0I6V9Z5";"D0I6V9Z5";144;3;3;0.3;"k-plus-correlation";"3, 1, 3, 2, 3, 2, 1, 1, 1, 1, 2, 2, 3, 1, 2, 2, 1, 3, 3, 2, 3, 3, 3, 2, 1, 2, 1, 3, 2, 2, 1, 1, 3, 3, 1, 3, 2, 2, 3, 1, 1, 1, 3, 1, 2, 2, 3, 2, 1, 3, 2, 1, 1, 1, 2, 2, 1, 1, 2, 3, 3, 1, 1, 3, 3, 2, 1, 3, 1, 2, 3, 3, 3, 3, 1, 2, 1, 3, 1, 3, 2, 2, 3, 2, 3, 2, 2, 3, 3, 1, 3, 2, 1, 3, 1, 2, 2, 1, 2, 1, 2, 3, 2, 3, 2, 2, 2, 1, 2, 1, 1, 1, 3, 3, 3, 2, 1, 3, 2, 3, 3, 2, 3, 2, 1, 1, 1, 3, 1, 2, 2, 1, 1, 3, 2, 2, 3, 3, 1, 3, 2, 1, 1, 2"
"N144_M3_SD3_r0.3_D0I6V9Z5";"D0I6V9Z5";144;3;3;0.3;"random";"1, 1, 3, 3, 2, 1, 1, 3, 2, 3, 1, 3, 3, 3, 2, 3, 1, 2, 2, 1, 1, 3, 1, 2, 2, 3, 2, 2, 1, 2, 2, 3, 1, 3, 2, 1, 3, 3, 1, 3, 1, 2, 1, 3, 3, 2, 1, 2, 3, 2, 3, 2, 3, 2, 3, 1, 2, 3, 2, 2, 2, 3, 2, 2, 1, 3, 1, 2, 3, 3, 3, 1, 3, 1, 1, 1, 3, 2, 1, 3, 2, 1, 1, 2, 3, 1, 2, 2, 3, 1, 3, 3, 3, 2, 1, 3, 3, 1, 3, 3, 1, 2, 3, 1, 2, 2, 2, 3, 2, 1, 2, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 2, 1, 3, 3, 2, 3, 3, 1, 1, 1, 2, 3, 2, 1, 3, 1"
