"file";"ID";"N";"M";"SD";"method";"result"
"N108_M4_SD2_r0_U2V6G4P5";"U2V6G4P5";"108";"4";0;"diversity";"4, 1, 3, 1, 2, 1, 4, 1, 2, 3, 3, 3, 1, 1, 3, 4, 1, 3, 3, 2, 3, 3, 3, 2, 1, 2, 2, 4, 2, 4, 4, 2, 2, 1, 2, 1, 2, 2, 3, 2, 4, 3, 4, 2, 2, 2, 4, 1, 3, 3, 3, 1, 3, 3, 1, 2, 4, 4, 1, 4, 1, 4, 3, 1, 2, 1, 4, 4, 4, 3, 2, 1, 3, 1, 4, 3, 2, 4, 3, 4, 1, 1, 1, 4, 4, 4, 2, 1, 2, 1, 1, 2, 1, 2, 1, 3, 2, 4, 4, 3, 4, 2, 3, 4, 4, 2, 3, 3"
"N108_M4_SD2_r0_U2V6G4P5";"U2V6G4P5";"108";"4";0;"k-means";"3, 1, 1, 2, 4, 1, 1, 3, 3, 4, 4, 4, 3, 3, 4, 4, 2, 1, 1, 4, 2, 1, 2, 2, 2, 4, 3, 1, 1, 3, 3, 2, 2, 4, 3, 1, 1, 2, 3, 3, 1, 2, 3, 3, 2, 1, 1, 1, 1, 1, 1, 2, 4, 2, 1, 3, 3, 3, 4, 2, 2, 4, 4, 3, 2, 4, 4, 1, 4, 1, 2, 4, 3, 4, 2, 3, 2, 2, 2, 3, 1, 4, 2, 2, 4, 3, 4, 1, 4, 3, 2, 1, 1, 4, 1, 2, 3, 4, 3, 3, 1, 4, 3, 4, 3, 4, 2, 2"
"N108_M4_SD2_r0_U2V6G4P5";"U2V6G4P5";"108";"4";0;"kplus";"4, 2, 1, 4, 1, 2, 2, 2, 3, 4, 3, 2, 4, 2, 2, 1, 3, 3, 2, 3, 1, 3, 3, 1, 1, 3, 3, 1, 1, 4, 3, 3, 4, 3, 3, 3, 4, 4, 4, 2, 2, 4, 2, 1, 2, 1, 1, 2, 1, 4, 4, 2, 3, 2, 2, 4, 2, 1, 1, 3, 4, 2, 1, 4, 4, 2, 1, 3, 4, 4, 2, 2, 4, 1, 3, 1, 1, 3, 3, 3, 1, 2, 2, 3, 4, 3, 1, 3, 3, 1, 2, 2, 1, 4, 4, 4, 1, 3, 2, 4, 1, 2, 4, 1, 1, 4, 3, 4"
"N108_M4_SD2_r0_U2V6G4P5";"U2V6G4P5";"108";"4";0;"kplus-skew-kurtosis";"1, 1, 4, 2, 1, 2, 3, 4, 3, 2, 3, 3, 2, 4, 3, 4, 2, 4, 3, 3, 1, 1, 3, 1, 4, 2, 4, 1, 2, 2, 1, 3, 1, 2, 2, 1, 2, 3, 4, 3, 3, 2, 4, 3, 1, 2, 4, 4, 1, 1, 2, 1, 2, 1, 1, 4, 4, 4, 1, 1, 3, 3, 3, 4, 2, 4, 4, 2, 3, 2, 4, 4, 2, 3, 4, 2, 1, 4, 1, 2, 4, 1, 2, 3, 4, 1, 3, 1, 2, 3, 3, 3, 2, 1, 3, 4, 2, 1, 3, 3, 1, 2, 1, 4, 4, 4, 2, 3"
"N108_M4_SD2_r0_U2V6G4P5";"U2V6G4P5";"108";"4";0;"kplus-correlation";"2, 2, 1, 4, 4, 3, 4, 1, 1, 2, 4, 4, 4, 3, 4, 3, 2, 1, 1, 4, 2, 1, 2, 2, 2, 3, 4, 2, 2, 3, 1, 4, 4, 3, 2, 4, 1, 1, 1, 3, 2, 2, 2, 2, 4, 3, 3, 2, 4, 4, 1, 4, 4, 1, 3, 4, 3, 3, 3, 1, 3, 3, 4, 3, 3, 2, 4, 3, 2, 2, 1, 1, 4, 1, 1, 2, 3, 1, 3, 1, 1, 2, 1, 2, 3, 2, 1, 1, 3, 4, 1, 2, 1, 3, 4, 3, 4, 2, 4, 4, 1, 3, 2, 1, 2, 3, 3, 4"
"N108_M4_SD2_r0_U2V6G4P5";"U2V6G4P5";"108";"4";0;"random";"2, 2, 1, 3, 4, 1, 1, 1, 3, 1, 4, 1, 3, 1, 1, 2, 2, 2, 2, 4, 4, 3, 4, 4, 1, 3, 4, 4, 2, 1, 4, 1, 3, 3, 1, 2, 1, 4, 3, 2, 2, 1, 3, 1, 3, 3, 4, 2, 1, 3, 2, 4, 3, 2, 1, 1, 2, 1, 2, 4, 1, 2, 4, 4, 3, 3, 1, 4, 4, 3, 1, 4, 2, 3, 2, 3, 4, 1, 3, 4, 4, 4, 3, 3, 1, 4, 2, 2, 1, 4, 2, 3, 1, 3, 1, 4, 2, 4, 3, 3, 4, 2, 3, 2, 2, 2, 3, 2"
"N108_M4_SD2_r0.3_W8Z0H9T4";"W8Z0H9T4";"108";"4";0.3;"diversity";"3, 4, 1, 1, 1, 1, 3, 2, 2, 1, 3, 1, 3, 4, 4, 4, 4, 1, 3, 3, 4, 3, 2, 3, 3, 4, 3, 2, 1, 4, 1, 1, 2, 1, 1, 4, 2, 3, 2, 3, 3, 2, 4, 4, 2, 4, 3, 1, 3, 3, 2, 4, 4, 1, 3, 2, 4, 4, 1, 2, 4, 1, 3, 2, 2, 1, 4, 2, 2, 4, 2, 4, 3, 2, 4, 2, 3, 1, 1, 2, 4, 1, 4, 1, 4, 1, 2, 2, 3, 3, 1, 4, 1, 2, 3, 3, 2, 3, 1, 3, 1, 4, 2, 4, 2, 2, 1, 3"
"N108_M4_SD2_r0.3_W8Z0H9T4";"W8Z0H9T4";"108";"4";0.3;"k-means";"2, 4, 2, 2, 2, 4, 4, 1, 2, 2, 4, 4, 4, 3, 4, 1, 4, 2, 3, 1, 3, 1, 3, 1, 4, 1, 2, 4, 1, 1, 3, 1, 3, 4, 1, 1, 3, 3, 4, 3, 2, 1, 2, 2, 3, 3, 4, 4, 2, 1, 1, 3, 1, 2, 1, 4, 3, 2, 1, 3, 4, 4, 1, 4, 4, 3, 2, 1, 3, 1, 2, 3, 2, 2, 3, 2, 3, 2, 4, 3, 1, 4, 1, 2, 4, 1, 4, 4, 4, 2, 3, 3, 2, 4, 2, 1, 3, 3, 2, 3, 3, 1, 2, 1, 2, 4, 1, 3"
"N108_M4_SD2_r0.3_W8Z0H9T4";"W8Z0H9T4";"108";"4";0.3;"kplus";"3, 4, 1, 1, 3, 4, 2, 1, 2, 4, 4, 1, 3, 4, 1, 4, 1, 2, 4, 1, 2, 1, 4, 2, 1, 3, 2, 4, 2, 1, 3, 2, 4, 3, 2, 1, 4, 2, 3, 1, 3, 3, 2, 2, 3, 4, 3, 2, 1, 1, 4, 2, 3, 4, 3, 2, 3, 1, 1, 4, 2, 2, 3, 1, 3, 2, 4, 3, 2, 2, 4, 2, 1, 1, 3, 4, 4, 2, 2, 4, 1, 3, 2, 4, 1, 3, 1, 1, 1, 3, 2, 4, 1, 1, 3, 4, 4, 3, 2, 2, 1, 3, 3, 3, 4, 4, 4, 3"
"N108_M4_SD2_r0.3_W8Z0H9T4";"W8Z0H9T4";"108";"4";0.3;"kplus-skew-kurtosis";"2, 3, 4, 2, 2, 2, 3, 3, 3, 1, 3, 2, 3, 1, 1, 2, 4, 1, 1, 1, 4, 4, 4, 4, 1, 3, 2, 4, 3, 3, 1, 1, 4, 2, 1, 1, 2, 4, 3, 2, 2, 3, 3, 2, 3, 1, 2, 3, 4, 4, 2, 2, 3, 1, 4, 1, 2, 1, 3, 1, 2, 3, 4, 4, 4, 2, 2, 4, 1, 4, 1, 4, 3, 1, 4, 4, 4, 3, 4, 3, 2, 3, 2, 4, 1, 3, 1, 3, 3, 3, 4, 3, 1, 2, 2, 1, 3, 2, 4, 1, 2, 2, 1, 2, 4, 4, 1, 1"
"N108_M4_SD2_r0.3_W8Z0H9T4";"W8Z0H9T4";"108";"4";0.3;"kplus-correlation";"1, 3, 4, 3, 4, 3, 2, 1, 3, 4, 2, 1, 4, 2, 2, 4, 2, 4, 4, 3, 2, 3, 1, 1, 1, 2, 4, 4, 1, 4, 1, 3, 3, 4, 4, 3, 3, 1, 2, 1, 1, 3, 2, 4, 1, 4, 1, 3, 3, 3, 3, 4, 4, 2, 4, 2, 2, 1, 1, 3, 1, 1, 4, 1, 1, 1, 2, 2, 3, 2, 3, 2, 2, 4, 4, 1, 2, 4, 2, 1, 1, 3, 4, 4, 2, 2, 2, 1, 4, 3, 4, 2, 3, 1, 2, 3, 2, 4, 2, 4, 1, 3, 1, 3, 2, 3, 3, 3"
"N108_M4_SD2_r0.3_W8Z0H9T4";"W8Z0H9T4";"108";"4";0.3;"random";"4, 1, 4, 2, 1, 4, 1, 3, 3, 4, 3, 4, 4, 2, 2, 4, 4, 2, 1, 1, 2, 4, 4, 3, 4, 1, 4, 3, 4, 3, 2, 3, 3, 2, 2, 3, 2, 3, 1, 3, 3, 3, 2, 1, 2, 3, 1, 3, 3, 1, 4, 3, 2, 4, 1, 2, 3, 3, 4, 1, 1, 4, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 2, 3, 3, 3, 4, 3, 1, 4, 2, 3, 3, 2, 1, 2, 2, 4, 2, 1, 4, 4, 3, 4, 4, 2, 2, 1, 4, 1, 2, 4, 2, 1, 2, 2, 3, 2"
"N108_M5_SD2_r0.4_G5N6X1E0";"G5N6X1E0";"108";"5";0.4;"diversity";"1, 1, 4, 3, 4, 2, 3, 4, 4, 2, 2, 1, 3, 4, 4, 3, 1, 2, 2, 3, 2, 1, 3, 1, 2, 4, 2, 2, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 3, 2, 2, 4, 3, 4, 3, 3, 3, 4, 3, 2, 3, 4, 3, 1, 4, 2, 3, 2, 1, 4, 4, 4, 2, 2, 4, 4, 2, 2, 2, 1, 3, 4, 4, 1, 2, 4, 3, 1, 3, 1, 3, 3, 4, 1, 2, 2, 3, 4, 1, 1, 2, 1, 4, 2, 2, 4, 2, 4, 3, 1, 4, 1, 1, 1, 3, 3, 4, 2"
"N108_M5_SD2_r0.4_G5N6X1E0";"G5N6X1E0";"108";"5";0.4;"k-means";"4, 3, 2, 2, 1, 4, 3, 4, 2, 1, 2, 2, 2, 4, 4, 1, 4, 3, 3, 2, 1, 3, 1, 4, 4, 4, 3, 1, 2, 4, 2, 4, 3, 1, 3, 3, 3, 1, 1, 3, 3, 4, 1, 2, 4, 4, 1, 1, 1, 2, 3, 1, 2, 3, 4, 1, 2, 2, 3, 1, 2, 3, 2, 3, 1, 3, 2, 2, 2, 1, 1, 3, 2, 1, 4, 3, 1, 3, 1, 4, 2, 3, 3, 3, 1, 2, 3, 4, 2, 2, 4, 3, 4, 2, 1, 4, 3, 2, 1, 4, 1, 4, 4, 4, 1, 2, 4, 4"
"N108_M5_SD2_r0.4_G5N6X1E0";"G5N6X1E0";"108";"5";0.4;"kplus";"3, 4, 3, 3, 4, 1, 4, 3, 2, 2, 4, 1, 3, 1, 1, 3, 1, 1, 3, 2, 2, 1, 4, 3, 1, 4, 4, 4, 4, 2, 4, 2, 3, 3, 4, 2, 1, 2, 1, 4, 1, 4, 3, 2, 1, 1, 3, 1, 2, 3, 3, 1, 3, 3, 2, 4, 1, 2, 4, 2, 1, 2, 1, 1, 4, 4, 4, 3, 2, 3, 3, 2, 3, 1, 4, 4, 4, 4, 2, 4, 2, 2, 4, 2, 4, 3, 3, 2, 2, 2, 2, 1, 2, 4, 3, 2, 1, 3, 1, 1, 3, 1, 3, 1, 3, 2, 4, 1"
"N108_M5_SD2_r0.4_G5N6X1E0";"G5N6X1E0";"108";"5";0.4;"kplus-skew-kurtosis";"1, 2, 4, 3, 3, 1, 2, 4, 1, 2, 4, 3, 1, 2, 3, 3, 4, 2, 3, 4, 2, 1, 1, 2, 1, 1, 3, 2, 3, 2, 2, 4, 4, 4, 1, 3, 2, 4, 1, 4, 4, 4, 3, 2, 1, 1, 4, 3, 4, 1, 2, 1, 1, 1, 3, 1, 4, 1, 4, 2, 2, 3, 2, 2, 2, 2, 4, 3, 4, 2, 4, 4, 1, 1, 1, 3, 2, 4, 3, 1, 3, 2, 3, 3, 2, 1, 3, 4, 1, 4, 2, 4, 3, 2, 4, 1, 3, 4, 1, 2, 3, 4, 1, 3, 3, 3, 2, 3"
"N108_M5_SD2_r0.4_G5N6X1E0";"G5N6X1E0";"108";"5";0.4;"kplus-correlation";"2, 3, 2, 1, 2, 4, 3, 4, 2, 3, 1, 1, 2, 1, 2, 1, 4, 2, 2, 1, 2, 2, 3, 2, 3, 2, 1, 4, 1, 1, 3, 1, 4, 3, 3, 3, 1, 1, 2, 4, 3, 4, 4, 1, 3, 3, 1, 4, 3, 3, 1, 3, 1, 4, 3, 4, 4, 4, 1, 4, 2, 4, 4, 2, 2, 2, 1, 4, 3, 1, 2, 1, 2, 1, 3, 3, 1, 4, 3, 2, 4, 3, 2, 3, 4, 1, 4, 4, 4, 4, 2, 3, 4, 3, 3, 1, 2, 2, 4, 2, 1, 2, 3, 3, 1, 4, 1, 2"
"N108_M5_SD2_r0.4_G5N6X1E0";"G5N6X1E0";"108";"5";0.4;"random";"1, 1, 3, 4, 4, 3, 4, 1, 4, 4, 2, 2, 1, 4, 2, 2, 1, 1, 1, 2, 4, 2, 3, 3, 2, 4, 1, 2, 3, 2, 4, 1, 4, 1, 2, 1, 1, 2, 1, 3, 1, 3, 4, 4, 1, 4, 2, 3, 2, 2, 3, 3, 3, 1, 1, 3, 3, 1, 4, 3, 1, 3, 4, 1, 2, 2, 2, 2, 4, 3, 4, 1, 2, 2, 2, 2, 4, 4, 4, 3, 1, 3, 4, 1, 3, 3, 3, 3, 2, 4, 3, 2, 2, 2, 2, 4, 4, 1, 4, 1, 1, 3, 4, 3, 1, 4, 3, 3"
"N120_M2_SD1_r0_G6X0Z7F8";"G6X0Z7F8";"120";"2";0;"diversity";"4, 4, 4, 3, 3, 2, 3, 4, 4, 4, 4, 3, 4, 2, 1, 2, 3, 1, 2, 4, 2, 4, 2, 1, 2, 2, 1, 2, 3, 1, 1, 2, 3, 4, 2, 3, 4, 2, 2, 1, 1, 3, 4, 2, 2, 1, 1, 2, 4, 3, 4, 4, 1, 3, 3, 3, 4, 3, 3, 4, 2, 3, 4, 3, 2, 4, 1, 2, 1, 2, 2, 4, 1, 3, 3, 2, 1, 3, 1, 3, 2, 1, 3, 3, 1, 2, 4, 1, 3, 3, 2, 2, 1, 3, 1, 1, 3, 3, 1, 3, 2, 3, 4, 4, 1, 4, 1, 1, 2, 1, 4, 2, 4, 4, 1, 1, 4, 2, 1, 4"
"N120_M2_SD1_r0_G6X0Z7F8";"G6X0Z7F8";"120";"2";0;"k-means";"4, 2, 4, 3, 3, 3, 1, 1, 4, 1, 2, 1, 1, 2, 4, 4, 2, 3, 2, 4, 2, 2, 2, 3, 1, 4, 2, 4, 1, 4, 4, 4, 3, 3, 3, 2, 2, 2, 3, 2, 3, 1, 3, 1, 4, 1, 4, 3, 2, 3, 1, 3, 4, 3, 2, 2, 4, 1, 4, 1, 1, 2, 4, 1, 1, 4, 2, 4, 1, 1, 3, 1, 3, 2, 4, 4, 3, 1, 3, 4, 3, 4, 3, 1, 4, 1, 1, 4, 3, 1, 3, 2, 2, 1, 4, 2, 4, 4, 1, 3, 2, 2, 4, 3, 3, 1, 2, 4, 2, 3, 2, 3, 2, 2, 1, 3, 3, 1, 2, 1"
"N120_M2_SD1_r0_G6X0Z7F8";"G6X0Z7F8";"120";"2";0;"kplus";"1, 4, 3, 2, 4, 4, 4, 2, 1, 1, 3, 4, 3, 1, 2, 4, 3, 1, 1, 1, 2, 3, 3, 3, 3, 1, 2, 3, 2, 3, 2, 1, 4, 2, 1, 4, 4, 4, 4, 1, 3, 2, 4, 2, 3, 2, 1, 3, 4, 3, 2, 3, 3, 3, 1, 3, 2, 3, 2, 1, 3, 2, 1, 4, 1, 2, 4, 1, 3, 1, 1, 4, 1, 2, 3, 2, 1, 1, 1, 4, 4, 4, 4, 2, 3, 4, 3, 1, 1, 4, 2, 3, 2, 4, 1, 3, 1, 3, 4, 2, 1, 4, 2, 2, 2, 4, 4, 3, 4, 4, 3, 1, 1, 2, 2, 2, 3, 2, 2, 4"
"N120_M2_SD1_r0_G6X0Z7F8";"G6X0Z7F8";"120";"2";0;"kplus-skew-kurtosis";"1, 1, 2, 3, 4, 4, 4, 3, 2, 3, 1, 1, 4, 4, 3, 4, 3, 4, 3, 2, 4, 1, 2, 1, 2, 2, 2, 2, 1, 1, 3, 3, 3, 4, 4, 2, 3, 1, 3, 3, 3, 2, 4, 1, 3, 4, 4, 2, 4, 1, 2, 1, 4, 2, 3, 3, 2, 1, 3, 4, 1, 4, 2, 4, 1, 1, 1, 3, 2, 4, 2, 4, 1, 4, 4, 3, 4, 3, 4, 2, 1, 2, 3, 2, 3, 2, 2, 4, 2, 2, 3, 4, 4, 2, 1, 3, 4, 1, 3, 3, 2, 1, 2, 2, 3, 1, 4, 1, 1, 1, 3, 1, 1, 3, 1, 2, 1, 4, 3, 2"
"N120_M2_SD1_r0_G6X0Z7F8";"G6X0Z7F8";"120";"2";0;"kplus-correlation";"1, 1, 3, 3, 2, 4, 1, 4, 4, 1, 1, 1, 1, 4, 1, 2, 3, 3, 1, 4, 1, 4, 3, 4, 4, 3, 1, 4, 2, 4, 3, 1, 1, 1, 1, 3, 4, 2, 4, 3, 4, 4, 1, 2, 3, 1, 4, 4, 1, 4, 2, 4, 3, 3, 4, 3, 2, 1, 1, 2, 1, 2, 2, 3, 1, 4, 2, 2, 2, 2, 3, 2, 2, 1, 2, 3, 3, 2, 1, 1, 2, 3, 4, 3, 2, 2, 3, 1, 3, 4, 4, 3, 2, 3, 4, 2, 4, 2, 1, 2, 1, 3, 2, 4, 3, 1, 2, 4, 3, 4, 3, 1, 2, 2, 2, 3, 4, 4, 3, 3"
"N120_M2_SD1_r0_G6X0Z7F8";"G6X0Z7F8";"120";"2";0;"random";"3, 3, 4, 4, 1, 1, 1, 3, 4, 3, 4, 1, 2, 4, 4, 4, 2, 3, 4, 3, 2, 1, 1, 3, 1, 4, 1, 3, 2, 2, 4, 2, 1, 4, 3, 1, 2, 2, 3, 1, 4, 4, 2, 1, 2, 2, 3, 1, 4, 4, 2, 2, 3, 4, 2, 2, 1, 2, 3, 2, 1, 4, 1, 3, 3, 2, 2, 1, 3, 1, 4, 1, 4, 3, 4, 1, 1, 3, 4, 1, 3, 1, 1, 4, 1, 3, 2, 2, 2, 4, 2, 4, 4, 2, 3, 1, 4, 3, 3, 3, 4, 2, 3, 2, 4, 3, 1, 1, 2, 4, 3, 2, 3, 2, 4, 3, 3, 1, 2, 1"
"N120_M2_SD1_r0.5_E6G7K1V0";"E6G7K1V0";"120";"2";0.5;"diversity";"1, 3, 4, 2, 1, 2, 2, 3, 2, 3, 3, 1, 1, 2, 3, 3, 3, 4, 2, 2, 1, 1, 2, 2, 2, 2, 3, 3, 2, 4, 4, 3, 4, 1, 1, 3, 3, 2, 4, 1, 1, 2, 3, 1, 4, 4, 2, 4, 3, 1, 1, 1, 4, 4, 4, 1, 2, 1, 2, 3, 1, 2, 1, 4, 4, 2, 4, 2, 3, 4, 1, 1, 3, 1, 4, 4, 3, 1, 2, 3, 2, 1, 4, 3, 4, 3, 3, 4, 3, 1, 3, 2, 3, 4, 4, 3, 1, 4, 2, 1, 3, 4, 1, 1, 2, 1, 1, 4, 3, 2, 4, 2, 4, 4, 2, 3, 4, 3, 2, 2"
"N120_M2_SD1_r0.5_E6G7K1V0";"E6G7K1V0";"120";"2";0.5;"k-means";"2, 3, 1, 2, 2, 2, 4, 3, 1, 4, 4, 4, 3, 2, 2, 1, 2, 2, 2, 1, 1, 4, 1, 1, 4, 1, 4, 1, 4, 1, 4, 2, 1, 3, 2, 4, 1, 2, 1, 4, 1, 3, 3, 4, 3, 1, 2, 2, 3, 3, 4, 2, 4, 1, 2, 1, 4, 2, 4, 3, 4, 2, 4, 2, 4, 2, 2, 4, 3, 2, 1, 4, 4, 1, 1, 2, 4, 2, 1, 3, 1, 4, 2, 3, 3, 1, 3, 1, 3, 3, 4, 1, 4, 3, 2, 3, 4, 3, 3, 2, 3, 1, 1, 1, 4, 4, 1, 3, 3, 3, 2, 3, 2, 3, 4, 2, 3, 3, 1, 3"
"N120_M2_SD1_r0.5_E6G7K1V0";"E6G7K1V0";"120";"2";0.5;"kplus";"2, 4, 1, 4, 1, 1, 1, 4, 3, 1, 2, 2, 3, 2, 1, 2, 1, 1, 3, 3, 3, 2, 4, 2, 2, 3, 1, 4, 2, 3, 4, 2, 1, 3, 2, 3, 2, 2, 3, 3, 4, 1, 3, 1, 3, 1, 4, 1, 2, 2, 1, 3, 3, 2, 3, 4, 3, 1, 2, 3, 4, 4, 3, 4, 1, 4, 3, 2, 4, 2, 4, 3, 3, 4, 2, 4, 4, 2, 1, 1, 1, 2, 3, 3, 3, 4, 4, 2, 4, 1, 2, 1, 1, 4, 2, 2, 1, 1, 1, 1, 1, 4, 3, 4, 1, 3, 3, 2, 4, 4, 2, 4, 2, 1, 2, 4, 3, 4, 4, 3"
"N120_M2_SD1_r0.5_E6G7K1V0";"E6G7K1V0";"120";"2";0.5;"kplus-skew-kurtosis";"3, 4, 2, 2, 3, 3, 2, 3, 1, 4, 3, 3, 1, 2, 2, 1, 4, 1, 4, 4, 4, 4, 1, 3, 4, 4, 3, 4, 3, 4, 3, 1, 4, 4, 2, 1, 1, 1, 2, 2, 3, 1, 1, 3, 1, 2, 4, 2, 3, 2, 1, 1, 4, 3, 3, 2, 2, 2, 1, 2, 4, 3, 4, 1, 1, 1, 2, 4, 4, 1, 1, 3, 2, 4, 1, 3, 4, 4, 2, 2, 4, 2, 2, 3, 3, 1, 1, 3, 2, 3, 3, 3, 4, 2, 3, 1, 1, 4, 3, 2, 1, 4, 4, 1, 2, 4, 3, 1, 3, 1, 2, 2, 2, 1, 2, 4, 2, 4, 3, 3"
"N120_M2_SD1_r0.5_E6G7K1V0";"E6G7K1V0";"120";"2";0.5;"kplus-correlation";"3, 1, 2, 2, 1, 2, 3, 1, 2, 4, 1, 1, 3, 2, 2, 4, 4, 3, 3, 2, 2, 2, 4, 4, 1, 4, 2, 3, 1, 3, 4, 2, 1, 4, 4, 4, 3, 2, 1, 3, 1, 3, 1, 4, 3, 4, 1, 4, 3, 3, 1, 3, 4, 3, 4, 1, 4, 3, 1, 2, 1, 4, 1, 2, 4, 4, 4, 3, 3, 1, 3, 3, 4, 1, 2, 4, 1, 3, 3, 3, 1, 1, 2, 1, 1, 4, 4, 4, 2, 2, 3, 1, 3, 2, 2, 2, 2, 3, 2, 3, 1, 1, 3, 2, 3, 2, 4, 4, 2, 1, 4, 2, 3, 4, 2, 2, 2, 1, 4, 1"
"N120_M2_SD1_r0.5_E6G7K1V0";"E6G7K1V0";"120";"2";0.5;"random";"2, 2, 1, 3, 2, 1, 3, 4, 1, 3, 1, 3, 1, 1, 3, 1, 3, 3, 4, 2, 2, 2, 3, 3, 4, 4, 1, 2, 4, 3, 2, 2, 2, 1, 4, 2, 3, 1, 4, 3, 1, 1, 4, 3, 4, 3, 3, 1, 1, 1, 3, 1, 4, 4, 1, 1, 2, 1, 2, 1, 2, 3, 3, 2, 4, 2, 4, 4, 2, 3, 1, 4, 2, 3, 2, 2, 2, 4, 2, 2, 3, 3, 4, 4, 4, 4, 2, 3, 3, 3, 2, 2, 3, 4, 3, 3, 1, 2, 1, 4, 3, 4, 4, 4, 1, 1, 1, 4, 1, 2, 4, 4, 4, 2, 1, 1, 4, 1, 2, 3"
"N120_M2_SD2_r0.1_I7R1E4D8";"I7R1E4D8";"120";"2";0.1;"diversity";"4, 4, 3, 3, 4, 2, 3, 3, 2, 4, 3, 1, 3, 2, 1, 2, 3, 1, 4, 4, 2, 2, 4, 2, 4, 4, 2, 3, 1, 3, 4, 2, 3, 4, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 2, 2, 3, 3, 2, 2, 3, 4, 4, 2, 1, 3, 1, 4, 3, 1, 2, 1, 1, 3, 2, 4, 1, 4, 3, 4, 2, 1, 3, 4, 3, 3, 4, 4, 1, 2, 4, 4, 2, 1, 1, 2, 1, 4, 2, 2, 4, 4, 2, 1, 4, 4, 2, 1, 4, 3, 1, 2, 1, 3, 2, 3, 1, 1, 2, 1, 4, 2, 3, 1, 4, 2, 3, 3, 3, 3"
"N120_M2_SD2_r0.1_I7R1E4D8";"I7R1E4D8";"120";"2";0.1;"k-means";"2, 1, 4, 1, 2, 4, 4, 1, 3, 1, 3, 4, 3, 3, 1, 2, 2, 3, 3, 3, 2, 3, 4, 2, 2, 2, 2, 2, 2, 4, 3, 1, 3, 1, 1, 1, 2, 2, 1, 4, 1, 3, 1, 2, 2, 4, 4, 4, 2, 3, 3, 4, 4, 4, 4, 1, 3, 1, 4, 3, 1, 4, 2, 2, 1, 3, 4, 2, 4, 3, 3, 1, 4, 4, 2, 2, 4, 1, 4, 3, 3, 3, 3, 2, 1, 1, 4, 4, 4, 2, 1, 1, 2, 1, 1, 2, 3, 1, 3, 4, 3, 3, 1, 3, 3, 4, 4, 1, 4, 2, 2, 1, 3, 3, 2, 4, 2, 1, 1, 2"
"N120_M2_SD2_r0.1_I7R1E4D8";"I7R1E4D8";"120";"2";0.1;"kplus";"4, 4, 2, 2, 4, 2, 4, 4, 3, 3, 3, 4, 2, 4, 1, 1, 2, 4, 3, 1, 3, 3, 3, 1, 2, 1, 1, 2, 4, 2, 3, 4, 2, 3, 4, 4, 3, 1, 2, 1, 1, 4, 3, 3, 2, 2, 1, 1, 1, 3, 4, 1, 1, 3, 2, 3, 4, 4, 2, 4, 4, 3, 4, 3, 2, 3, 3, 2, 3, 4, 1, 1, 4, 4, 2, 3, 1, 2, 2, 1, 3, 3, 3, 4, 4, 4, 3, 1, 4, 2, 2, 3, 1, 1, 1, 4, 4, 1, 1, 2, 2, 2, 2, 3, 3, 3, 2, 1, 1, 1, 1, 3, 2, 2, 1, 2, 4, 2, 1, 4"
"N120_M2_SD2_r0.1_I7R1E4D8";"I7R1E4D8";"120";"2";0.1;"kplus-skew-kurtosis";"1, 3, 2, 4, 4, 3, 4, 1, 1, 3, 4, 2, 2, 1, 1, 3, 4, 3, 2, 4, 4, 3, 2, 4, 1, 3, 3, 2, 1, 2, 4, 1, 3, 2, 4, 3, 3, 3, 4, 3, 2, 3, 2, 1, 4, 1, 4, 3, 2, 3, 2, 2, 1, 3, 3, 3, 1, 3, 1, 2, 2, 1, 3, 1, 3, 2, 2, 4, 4, 1, 4, 4, 4, 4, 1, 1, 1, 4, 2, 3, 2, 4, 1, 2, 1, 2, 1, 2, 4, 4, 1, 1, 1, 2, 4, 4, 3, 2, 4, 4, 1, 1, 1, 2, 2, 1, 3, 2, 3, 4, 3, 3, 4, 4, 2, 1, 2, 3, 2, 3"
"N120_M2_SD2_r0.1_I7R1E4D8";"I7R1E4D8";"120";"2";0.1;"kplus-correlation";"4, 3, 3, 3, 3, 2, 4, 1, 4, 2, 4, 2, 3, 4, 4, 1, 4, 4, 1, 4, 1, 1, 4, 1, 2, 4, 3, 2, 3, 1, 3, 2, 1, 3, 2, 1, 3, 4, 2, 3, 2, 2, 1, 1, 4, 2, 2, 2, 4, 2, 1, 2, 3, 1, 3, 3, 4, 2, 1, 4, 1, 1, 4, 3, 2, 3, 4, 3, 1, 3, 1, 3, 3, 3, 4, 2, 2, 2, 2, 1, 4, 3, 4, 1, 4, 2, 2, 1, 2, 4, 4, 3, 4, 1, 3, 1, 4, 3, 4, 1, 2, 1, 1, 1, 3, 2, 3, 4, 1, 2, 4, 4, 1, 3, 3, 1, 2, 3, 2, 2"
